g^4,gamma,D(p),error,p
5.0,1.0,0.4485412604793279,0.0156391775928671,0.9817477042468103
5.0,1.0,0.369811373929492,0.0163643772531532,1.1780972450961724
5.0,1.0,0.3524592838049234,0.014099239121845,1.3744467859455345
5.0,1.0,0.3115222086825605,0.0141255478556887,1.5707963267948966
5.0,1.0,0.247663866374609,0.0131595283195018,1.7671458676442586
5.0,1.0,0.2374237904711909,0.0132749317485781,1.9634954084936207
5.0,1.0,0.2170267429044788,0.0124131866633,2.1598449493429825
5.0,1.0,0.2088069894834528,0.0122529664838282,2.356194490192345
5.0,1.0,0.2076354880961552,0.0130531182322498,2.552544031041707
5.0,1.0,0.2092303931993589,0.0112627049483036,2.748893571891069
5.0,1.0,0.1769580015431735,0.0106391799479139,2.945243112740431
5.0,1.0,0.1981842345641331,0.0157367855452944,3.141592653589793
5.0,1.0,0.1922060666746144,0.010631651842757,3.3379421944391554
5.0,1.0,0.1902275585925385,0.0126310623412328,3.5342917352885173
5.0,1.0,0.1956944544693218,0.0116346735835501,3.730641276137879
5.0,1.0,0.1980807678663756,0.012727439601543,3.9269908169872414
5.0,1.0,0.2357654945309958,0.0123318126036406,4.123340357836604
5.0,1.0,0.253185695126913,0.0135926202669909,4.319689898685965
5.0,1.0,0.2694690224675894,0.013760711539216,4.516039439535327
5.0,1.0,0.3028167562456539,0.0135727359273819,4.71238898038469
5.0,1.0,0.3259616770242927,0.0143251145087596,4.908738521234052
5.0,1.0,0.3879460065644478,0.0159498712982875,5.105088062083414
5.0,1.0,0.4311146235315521,0.0163668486078005,5.301437602932776
5.0,1.0,0.5296713746869626,0.0172034722829485,5.497787143782138
5.0,1.0,0.5824072635332628,0.0181081388983946,5.6941366846315
5.0,1.0,0.6628080910230156,0.0216238185176052,5.890486225480862
5.0,1.0,0.6732365082192432,0.0229889833259917,6.086835766330224
10.0,1.0,0.6119255415721611,0.0273774406916238,0.0
10.0,1.0,0.6035790490332121,0.0204305875108766,0.196349540849362
10.0,1.0,0.5342178901607983,0.0189019024444154,0.3926990816987241
10.0,1.0,0.510440215442896,0.0149030160375589,0.5890486225480862
10.0,1.0,0.4299289785454805,0.0191742612221256,0.7853981633974483
10.0,1.0,0.3786055417610035,0.0146545819010864,0.9817477042468103
10.0,1.0,0.3481318219110133,0.0135077467377369,1.1780972450961724
10.0,1.0,0.2748818959640718,0.0131415940786714,1.3744467859455345
10.0,1.0,0.2650513236046012,0.0139854618734172,1.5707963267948966
10.0,1.0,0.2728896988235094,0.0123709313307205,1.7671458676442586
10.0,1.0,0.22139197034254,0.0120539233081515,1.9634954084936207
10.0,1.0,0.1968738763064144,0.0116842818724976,2.1598449493429825
10.0,1.0,0.1974596024090649,0.0108819350184936,2.356194490192345
10.0,1.0,0.1911445832344993,0.0106669997160694,2.552544031041707
10.0,1.0,0.1752954513830512,0.0100616195304993,2.748893571891069
10.0,1.0,0.1920115574440511,0.0091764255284427,2.945243112740431
10.0,1.0,0.1802419773743529,0.0165822423431038,3.141592653589793
10.0,1.0,0.1872031776552086,0.0098398606775721,3.3379421944391554
10.0,1.0,0.1759680936994322,0.009460222491908,3.5342917352885173
10.0,1.0,0.1868560017779286,0.0116444092246365,3.730641276137879
10.0,1.0,0.188837572942133,0.0116381065480387,3.9269908169872414
